"MachineName";"Port";"Open"
"deint246";"80";"False"
"deint246";"119";"False"
"deint249";"20";"False"
"deint249";"21";"False"
"deint249";"23";"False"
"deint249";"69";"False"
"deint249";"80";"False"
"deint249";"119";"False"
"deint250";"20";"False"
"deint250";"21";"False"
"deint250";"23";"False"
"deint250";"69";"False"
"deint250";"80";"False"
"deint250";"119";"False"
"deint251";"20";"False"
"deint251";"21";"False"
"deint251";"23";"False"
"deint251";"69";"False"
"deint251";"80";"False"
"deint251";"119";"False"
"deint252";"20";"False"
"deint252";"21";"False"
"deint252";"23";"False"
"deint252";"69";"False"
"deint252";"80";"False"
"deint252";"119";"False"
"deint253";"20";"False"
"deint253";"21";"False"
"deint253";"23";"False"
"deint253";"69";"False"
"deint253";"80";"False"
"deint253";"119";"False"
"deint255";"20";"False"
"deint255";"21";"False"
"deint255";"23";"False"
"deint255";"69";"False"
"deint255";"80";"False"
"deint255";"119";"False"
"deint256";"20";"False"
"deint256";"21";"False"
"deint256";"23";"False"
"deint256";"69";"False"
"deint256";"80";"True"
"deint256";"119";"False"
"deint258";"20";"False"
"deint258";"21";"False"
"deint258";"23";"False"
"deint258";"69";"False"
"deint258";"80";"False"
"deint258";"119";"False"
"deint259";"20";"False"
"deint259";"21";"False"
"deint259";"23";"False"
"deint259";"69";"False"
"deint259";"80";"True"
"deint259";"119";"False"
"deint261";"20";"False"
"deint261";"21";"False"
"deint261";"23";"False"
"deint261";"69";"False"
"deint261";"80";"False"
"deint261";"119";"False"
"deint267";"20";"False"
"deint267";"21";"False"
"deint267";"23";"False"
"deint267";"69";"False"
"deint267";"80";"False"
"deint267";"119";"False"
"deint270";"20";"False"
"deint270";"21";"False"
"deint270";"23";"False"
"deint270";"69";"False"
"deint270";"80";"True"
"deint270";"119";"False"
"deint271";"20";"False"
"deint271";"21";"False"
"deint271";"23";"False"
"deint271";"69";"False"
"deint271";"80";"True"
"deint271";"119";"False"
"deint274";"20";"False"
"deint274";"21";"False"
"deint274";"23";"False"
"deint274";"69";"False"
"deint274";"80";"True"
"deint274";"119";"False"
"deint275";"20";"False"
"deint275";"21";"False"
"deint275";"23";"False"
"deint275";"69";"False"
"deint275";"80";"True"
"deint275";"119";"False"
"deint284";"20";"False"
"deint284";"21";"False"
"deint284";"23";"False"
"deint284";"69";"False"
"deint284";"80";"False"
"deint284";"119";"False"
"deint287";"20";"False"
"deint287";"21";"False"
"deint287";"23";"False"
"deint287";"69";"False"
"deint287";"80";"True"
"deint287";"119";"False"
"deint288";"20";"False"
"deint288";"21";"False"
"deint288";"23";"False"
"deint288";"69";"False"
"deint288";"80";"True"
"deint288";"119";"False"
"deint289";"20";"False"
"deint289";"21";"False"
"deint289";"23";"False"
"deint289";"69";"False"
"deint289";"80";"True"
"deint289";"119";"False"
"deint300";"20";"False"
"deint300";"21";"False"
"deint300";"23";"False"
"deint300";"69";"False"
"deint300";"80";"True"
"deint300";"119";"False"
"deint301";"20";"False"
"deint301";"21";"False"
"deint301";"23";"False"
"deint301";"69";"False"
"deint301";"80";"True"
"deint301";"119";"False"
"deint302";"20";"False"
"deint302";"21";"False"
"deint302";"23";"False"
"deint302";"69";"False"
"deint302";"80";"False"
"deint302";"119";"False"
"deint305";"20";"False"
"deint305";"21";"False"
"deint305";"23";"False"
"deint305";"69";"False"
"deint305";"80";"False"
"deint305";"119";"False"
"deint310";"20";"False"
"deint310";"21";"False"
"deint310";"23";"False"
"deint310";"69";"False"
"deint310";"80";"False"
"deint310";"119";"False"
"deint316";"20";"False"
"deint316";"21";"False"
"deint316";"23";"False"
"deint316";"69";"False"
"deint316";"80";"False"
"deint316";"119";"False"
"deint319";"20";"False"
"deint319";"21";"False"
"deint319";"23";"False"
"deint319";"69";"False"
"deint319";"80";"False"
"deint319";"119";"False"
"deint320";"20";"False"
"deint320";"21";"False"
"deint320";"23";"False"
"deint320";"69";"False"
"deint320";"80";"False"
"deint320";"119";"False"
"deint321";"20";"False"
"deint321";"21";"False"
"deint321";"23";"False"
"deint321";"69";"False"
"deint321";"80";"False"
"deint321";"119";"False"
"deint322";"20";"False"
"deint322";"21";"False"
"deint322";"23";"False"
"deint322";"69";"False"
"deint322";"80";"True"
"deint322";"119";"False"
"deint325";"20";"False"
"deint325";"21";"False"
"deint325";"23";"False"
"deint325";"69";"False"
"deint325";"80";"False"
"deint325";"119";"False"
"deint326";"20";"False"
"deint326";"21";"False"
"deint326";"23";"False"
"deint326";"69";"False"
"deint326";"80";"False"
"deint326";"119";"False"
"deint327";"20";"False"
"deint327";"21";"False"
"deint327";"23";"False"
"deint327";"69";"False"
"deint327";"80";"False"
"deint327";"119";"False"
"deint328";"20";"False"
"deint328";"21";"False"
"deint328";"23";"False"
"deint328";"69";"False"
"deint328";"80";"True"
"deint328";"119";"False"
"deint329";"20";"False"
"deint329";"21";"False"
"deint329";"23";"False"
"deint329";"69";"False"
"deint329";"80";"True"
"deint329";"119";"False"
"deint330";"20";"False"
"deint330";"21";"False"
"deint330";"23";"False"
"deint330";"69";"False"
"deint330";"80";"True"
"deint330";"119";"False"
"deint331";"20";"False"
"deint331";"21";"False"
"deint331";"23";"False"
"deint331";"69";"False"
"deint331";"80";"False"
"deint331";"119";"False"
"deint332";"20";"False"
"deint332";"21";"False"
"deint332";"23";"False"
"deint332";"69";"False"
"deint332";"80";"False"
"deint332";"119";"False"
"deint333";"20";"False"
"deint333";"21";"False"
"deint333";"23";"False"
"deint333";"69";"False"
"deint333";"80";"False"
"deint333";"119";"False"
"deint335";"20";"False"
"deint335";"21";"False"
"deint335";"23";"False"
"deint335";"69";"False"
"deint335";"80";"False"
"deint335";"119";"False"
"deint336";"20";"False"
"deint336";"21";"False"
"deint336";"23";"False"
"deint336";"69";"False"
"deint336";"80";"False"
"deint336";"119";"False"
"deint337";"20";"False"
"deint337";"21";"False"
"deint337";"23";"False"
"deint337";"69";"False"
"deint337";"80";"False"
"deint337";"119";"False"
"deint59";"20";"False"
"deint59";"21";"False"
"deint59";"23";"False"
"deint59";"69";"False"
"deint59";"80";"False"
"deint59";"119";"False"
"deint60";"20";"False"
"deint60";"21";"False"
"deint60";"23";"False"
"deint60";"69";"False"
"deint60";"80";"False"
"deint60";"119";"False"
"deint62";"20";"False"
"deint62";"21";"True"
"deint62";"23";"False"
"deint62";"69";"False"
"deint62";"80";"True"
"deint62";"119";"False"
"fidlns2";"20";"False"
"fidlns2";"21";"False"
"fidlns2";"23";"False"
"fidlns2";"69";"False"
"fidlns2";"80";"True"
"fidlns2";"119";"False"
"fiint11";"20";"False"
"fiint11";"21";"False"
"fiint11";"23";"False"
"fiint11";"69";"False"
"fiint11";"80";"True"
"fiint11";"119";"False"
"frdnt54";"20";"False"
"frdnt54";"21";"False"
"frdnt54";"23";"False"
"frdnt54";"69";"False"
"frdnt54";"80";"False"
"frdnt54";"119";"False"
"frdnt59";"20";"False"
"frdnt59";"21";"False"
"frdnt59";"23";"False"
"frdnt59";"69";"False"
"frdnt59";"80";"False"
"frdnt59";"119";"False"
"frdnt60";"20";"False"
"frdnt60";"21";"False"
"frdnt60";"23";"False"
"frdnt60";"69";"False"
"frdnt60";"80";"True"
"frdnt60";"119";"False"
"frint17";"20";"False"
"frint17";"21";"False"
"frint17";"23";"False"
"frint17";"69";"False"
"frint17";"80";"False"
"frint17";"119";"False"
"frint34";"20";"False"
"frint34";"21";"False"
"frint34";"23";"False"
"frint34";"69";"False"
"frint34";"80";"False"
"frint34";"119";"False"
"frint36";"20";"False"
"frint36";"21";"False"
"frint36";"23";"False"
"frint36";"69";"False"
"frint36";"80";"True"
"frint36";"119";"False"
"frint37";"20";"False"
"frint37";"21";"False"
"frint37";"23";"False"
"frint37";"69";"False"
"frint37";"80";"False"
"frint37";"119";"False"
"frint38";"20";"False"
"frint38";"21";"False"
"frint38";"23";"False"
"frint38";"69";"False"
"frint38";"80";"False"
"frint38";"119";"False"
"frint40";"20";"False"
"frint40";"21";"False"
"frint40";"23";"False"
"frint40";"69";"False"
"frint40";"80";"False"
"frint40";"119";"False"
"frint42";"20";"False"
"frint42";"21";"False"
"frint42";"23";"False"
"frint42";"69";"False"
"frint42";"80";"True"
"frint42";"119";"False"
"frint43";"20";"False"
"frint43";"21";"False"
"frint43";"23";"False"
"frint43";"69";"False"
"frint43";"80";"False"
"frint43";"119";"False"
"frint44";"20";"False"
"frint44";"21";"False"
"frint44";"23";"False"
"frint44";"69";"False"
"frint44";"80";"False"
"frint44";"119";"False"
"frint49";"20";"False"
"frint49";"21";"False"
"frint49";"23";"False"
"frint49";"69";"False"
"frint49";"80";"False"
"frint49";"119";"False"
"frint50";"20";"False"
"frint50";"21";"False"
"frint50";"23";"False"
"frint50";"69";"False"
"frint50";"80";"True"
"frint50";"119";"False"
"frint51";"20";"False"
"frint51";"21";"True"
"frint51";"23";"False"
"frint51";"69";"False"
"frint51";"80";"True"
"frint51";"119";"False"
"frint53";"20";"False"
"frint53";"21";"False"
"frint53";"23";"False"
"frint53";"69";"False"
"frint53";"80";"True"
"frint53";"119";"False"
"frint54";"20";"False"
"frint54";"21";"False"
"frint54";"23";"False"
"frint54";"69";"False"
"frint54";"80";"True"
"frint54";"119";"False"
"frint55";"20";"False"
"frint55";"21";"False"
"frint55";"23";"False"
"frint55";"69";"False"
"frint55";"80";"True"
"frint55";"119";"False"
"frint58";"20";"False"
"frint58";"21";"False"
"frint58";"23";"False"
"frint58";"69";"False"
"frint58";"80";"False"
"frint58";"119";"False"
"frint59";"20";"False"
"frint59";"21";"False"
"frint59";"23";"False"
"frint59";"69";"False"
"frint59";"80";"False"
"frint59";"119";"False"
"frtnt5";"20";"False"
"frtnt5";"21";"True"
"frtnt5";"23";"False"
"frtnt5";"69";"False"
"frtnt5";"80";"False"
"frtnt5";"119";"False"
"gbdnt74";"20";"False"
"gbdnt74";"21";"True"
"gbdnt74";"23";"False"
"gbdnt74";"69";"False"
"gbdnt74";"80";"True"
"gbdnt74";"119";"False"
"gbint04";"20";"False"
"gbint04";"21";"False"
"gbint04";"23";"False"
"gbint04";"69";"False"
"gbint04";"80";"True"
"gbint04";"119";"False"
"gbint14";"20";"False"
"gbint14";"21";"False"
"gbint14";"23";"False"
"gbint14";"69";"False"
"gbint14";"80";"False"
"gbint14";"119";"False"
"gbint17";"20";"False"
"gbint17";"21";"False"
"gbint17";"23";"False"
"gbint17";"69";"False"
"gbint17";"80";"True"
"gbint17";"119";"False"
"gbint3";"20";"False"
"gbint3";"21";"False"
"gbint3";"23";"False"
"gbint3";"69";"False"
"gbint3";"80";"True"
"gbint3";"119";"False"
"indlns2";"20";"False"
"indlns2";"21";"False"
"indlns2";"23";"False"
"indlns2";"69";"False"
"indlns2";"80";"True"
"indlns2";"119";"False"
"indnt67";"20";"False"
"indnt67";"21";"False"
"indnt67";"23";"False"
"indnt67";"69";"False"
"indnt67";"80";"False"
"indnt67";"119";"False"
"indnt76";"20";"False"
"indnt76";"21";"False"
"indnt76";"23";"False"
"indnt76";"69";"False"
"indnt76";"80";"False"
"indnt76";"119";"False"
"inint1";"20";"False"
"inint1";"21";"False"
"inint1";"23";"False"
"inint1";"69";"False"
"inint1";"80";"True"
"inint1";"119";"False"
"inint2";"20";"False"
"inint2";"21";"False"
"inint2";"23";"False"
"inint2";"69";"False"
"inint2";"80";"False"
"inint2";"119";"False"
"inint31";"20";"False"
"inint31";"21";"False"
"inint31";"23";"False"
"inint31";"69";"False"
"inint31";"80";"True"
"inint31";"119";"False"
"inint79";"20";"False"
"inint79";"21";"False"
"inint79";"23";"False"
"inint79";"69";"False"
"inint79";"80";"False"
"inint79";"119";"False"
"inint80";"20";"False"
"inint80";"21";"False"
"inint80";"23";"False"
"inint80";"69";"False"
"inint80";"80";"True"
"inint80";"119";"False"
"inint84";"20";"False"
"inint84";"21";"False"
"inint84";"23";"False"
"inint84";"69";"False"
"inint84";"80";"False"
"inint84";"119";"False"
"inint89";"20";"False"
"inint89";"21";"False"
"inint89";"23";"False"
"inint89";"69";"False"
"inint89";"80";"False"
"inint89";"119";"False"
"jpdnt30";"20";"False"
"jpdnt30";"21";"True"
"jpdnt30";"23";"False"
"jpdnt30";"69";"False"
"jpdnt30";"80";"True"
"jpdnt30";"119";"False"
"myint1";"20";"False"
"myint1";"21";"False"
"myint1";"23";"False"
"myint1";"69";"False"
"myint1";"80";"False"
"myint1";"119";"False"
"nldhnt85";"20";"False"
"nldhnt85";"21";"False"
"nldhnt85";"23";"False"
"nldhnt85";"69";"False"
"nldhnt85";"80";"False"
"nldhnt85";"119";"False"
"nldhnt86";"20";"False"
"nldhnt86";"21";"True"
"nldhnt86";"23";"False"
"nldhnt86";"69";"False"
"nldhnt86";"80";"True"
"nldhnt86";"119";"False"
"nldhnt87";"20";"False"
"nldhnt87";"21";"False"
"nldhnt87";"23";"False"
"nldhnt87";"69";"False"
"nldhnt87";"80";"False"
"nldhnt87";"119";"False"
"nldhnt88";"20";"False"
"nldhnt88";"21";"False"
"nldhnt88";"23";"False"
"nldhnt88";"69";"False"
"nldhnt88";"80";"False"
"nldhnt88";"119";"False"
"nldhnt89";"20";"False"
"nldhnt89";"21";"False"
"nldhnt89";"23";"False"
"nldhnt89";"69";"False"
"nldhnt89";"80";"False"
"nldhnt89";"119";"False"
"noint6";"20";"False"
"noint6";"21";"False"
"noint6";"23";"False"
"noint6";"69";"False"
"noint6";"80";"True"
"noint6";"119";"False"
"noint8";"20";"False"
"noint8";"21";"False"
"noint8";"23";"False"
"noint8";"69";"False"
"noint8";"80";"True"
"noint8";"119";"False"
"plbnt02";"20";"False"
"plbnt02";"21";"False"
"plbnt02";"23";"False"
"plbnt02";"69";"False"
"plbnt02";"80";"False"
"plbnt02";"119";"False"
"plint12";"20";"False"
"plint12";"21";"False"
"plint12";"23";"False"
"plint12";"69";"False"
"plint12";"80";"False"
"plint12";"119";"False"
"plint1";"20";"False"
"plint1";"21";"False"
"plint1";"23";"False"
"plint1";"69";"False"
"plint1";"80";"True"
"plint1";"119";"False"
"plint8";"20";"False"
"plint8";"21";"False"
"plint8";"23";"False"
"plint8";"69";"False"
"plint8";"80";"True"
"plint8";"119";"False"
"plint9";"20";"False"
"plint9";"21";"False"
"plint9";"23";"False"
"plint9";"69";"False"
"plint9";"80";"True"
"plint9";"119";"False"
"rudnt12";"20";"False"
"rudnt12";"21";"False"
"rudnt12";"23";"False"
"rudnt12";"69";"False"
"rudnt12";"80";"False"
"rudnt12";"119";"False"
"se01pnm01ir01wm";"20";"False"
"se01pnm01ir01wm";"21";"False"
"se01pnm01ir01wm";"23";"False"
"se01pnm01ir01wm";"69";"False"
"se01pnm01ir01wm";"80";"False"
"se01pnm01ir01wm";"119";"False"
"secnt75";"20";"False"
"secnt75";"21";"False"
"secnt75";"23";"False"
"secnt75";"69";"False"
"secnt75";"80";"False"
"secnt75";"119";"False"
"sedlns14";"20";"False"
"sedlns14";"21";"False"
"sedlns14";"23";"False"
"sedlns14";"69";"False"
"sedlns14";"80";"True"
"sedlns14";"119";"False"
"sedlns22";"20";"False"
"sedlns22";"21";"False"
"sedlns22";"23";"False"
"sedlns22";"69";"False"
"sedlns22";"80";"True"
"sedlns22";"119";"False"
"sedlns23";"20";"False"
"sedlns23";"21";"False"
"sedlns23";"23";"False"
"sedlns23";"69";"False"
"sedlns23";"80";"True"
"sedlns23";"119";"False"
"sedlns28";"20";"False"
"sedlns28";"21";"False"
"sedlns28";"23";"False"
"sedlns28";"69";"False"
"sedlns28";"80";"True"
"sedlns28";"119";"False"
"sedlns33";"20";"False"
"sedlns33";"21";"False"
"sedlns33";"23";"False"
"sedlns33";"69";"False"
"sedlns33";"80";"True"
"sedlns33";"119";"False"
"sedlns40";"20";"False"
"sedlns40";"21";"False"
"sedlns40";"23";"False"
"sedlns40";"69";"False"
"sedlns40";"80";"True"
"sedlns40";"119";"False"
"sedlns53";"20";"False"
"sedlns53";"21";"False"
"sedlns53";"23";"False"
"sedlns53";"69";"False"
"sedlns53";"80";"True"
"sedlns53";"119";"False"
"sedlns57";"20";"False"
"sedlns57";"21";"False"
"sedlns57";"23";"False"
"sedlns57";"69";"False"
"sedlns57";"80";"True"
"sedlns57";"119";"False"
"sedlns70";"20";"False"
"sedlns70";"21";"False"
"sedlns70";"23";"False"
"sedlns70";"69";"False"
"sedlns70";"80";"True"
"sedlns70";"119";"False"
"sedlns90";"20";"False"
"sedlns90";"21";"False"
"sedlns90";"23";"False"
"sedlns90";"69";"False"
"sedlns90";"80";"True"
"sedlns90";"119";"False"
"sedlns94";"20";"False"
"sedlns94";"21";"False"
"sedlns94";"23";"False"
"sedlns94";"69";"False"
"sedlns94";"80";"True"
"sedlns94";"119";"False"
"sedlns97";"20";"False"
"sedlns97";"21";"False"
"sedlns97";"23";"False"
"sedlns97";"69";"False"
"sedlns97";"80";"True"
"sedlns97";"119";"False"
"sedlns98";"20";"False"
"sedlns98";"21";"False"
"sedlns98";"23";"False"
"sedlns98";"69";"False"
"sedlns98";"80";"False"
"sedlns98";"119";"False"
"sednt1065";"20";"False"
"sednt1065";"21";"False"
"sednt1065";"23";"False"
"sednt1065";"69";"False"
"sednt1065";"80";"True"
"sednt1065";"119";"False"
"sednt1067";"20";"False"
"sednt1067";"21";"False"
"sednt1067";"23";"False"
"sednt1067";"69";"False"
"sednt1067";"80";"True"
"sednt1067";"119";"False"
"sednt1068";"20";"False"
"sednt1068";"21";"False"
"sednt1068";"23";"False"
"sednt1068";"69";"False"
"sednt1068";"80";"True"
"sednt1068";"119";"False"
"sednt1301";"20";"False"
"sednt1301";"21";"False"
"sednt1301";"23";"False"
"sednt1301";"69";"False"
"sednt1301";"80";"True"
"sednt1301";"119";"False"
"sednt1357";"20";"False"
"sednt1357";"21";"False"
"sednt1357";"23";"False"
"sednt1357";"69";"False"
"sednt1357";"80";"False"
"sednt1357";"119";"False"
"sednt1656";"20";"False"
"sednt1656";"21";"False"
"sednt1656";"23";"False"
"sednt1656";"69";"False"
"sednt1656";"80";"True"
"sednt1656";"119";"False"
"sednt1657";"20";"False"
"sednt1657";"21";"False"
"sednt1657";"23";"False"
"sednt1657";"69";"False"
"sednt1657";"80";"True"
"sednt1657";"119";"False"
"sednt1711";"20";"False"
"sednt1711";"21";"False"
"sednt1711";"23";"False"
"sednt1711";"69";"False"
"sednt1711";"80";"False"
"sednt1711";"119";"False"
"sednt1806";"20";"False"
"sednt1806";"21";"False"
"sednt1806";"23";"False"
"sednt1806";"69";"False"
"sednt1806";"80";"True"
"sednt1806";"119";"False"
"sednt1866";"20";"False"
"sednt1866";"21";"False"
"sednt1866";"23";"False"
"sednt1866";"69";"False"
"sednt1866";"80";"False"
"sednt1866";"119";"False"
"sednt2120";"20";"False"
"sednt2120";"21";"False"
"sednt2120";"23";"False"
"sednt2120";"69";"False"
"sednt2120";"80";"False"
"sednt2120";"119";"False"
