"MachineName";"Manufacturer";"Model";"OperatingSystem";"OperatingSystem ServicePack";"BuildNumber";"Version";"InstallDate";"License";"Uptime";"BootDevice";"SystemDevice";"SystemDirectory";"WindowsDirectory";"OSArchitecture";"PowerShellVersion";"CurrentTimeZone";"Debug";"Distributed";"EncryptionLevel";"DNS Host Name";"Domain Role";"Roles";"Serial Number";"CPU Array";"CPU cores";"CPU LogicalProcessors";"RAM (GB)";"PageFilePath";"AutoManagedPageFile";"PageFileSize(MB)";"PageFileUsage(MB)";"PageFilePeakUsage(MB)";"TempPageFileInUse";"ProductKeyChannel";"UUID";"FQDN"
"SEINT3579";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 4:54:18 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Seint3579";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 50 8d f6 b0 36 76-5c af ad 0b e8 de db ef";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"4";"4";"64";"C:\pagefile.sys";"False";"4096";"434";"696";"False";"Volume:GVLK";"8D502B42-B0F6-7636-5CAF-AD0BE8DEDBEF";"Seint3579.win.dom.sandvik.com"
"SEINT3580";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 5:36:49 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Seint3580";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 71 7b c6 6d 16 c5-d1 8a a7 02 dd 2d 3b 13";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"4";"4";"64";"C:\pagefile.sys";"False";"4096";"539";"792";"False";"Volume:GVLK";"7B712B42-6DC6-C516-D18A-A702DD2D3B13";"Seint3580.win.dom.sandvik.com"
"MachineName";"Manufacturer";"Model";"OperatingSystem";"OperatingSystem ServicePack";"BuildNumber";"Version";"InstallDate";"License";"Uptime";"BootDevice";"SystemDevice";"SystemDirectory";"WindowsDirectory";"OSArchitecture";"PowerShellVersion";"CurrentTimeZone";"Debug";"Distributed";"EncryptionLevel";"DNS Host Name";"Domain Role";"Roles";"Serial Number";"CPU Array";"CPU cores";"CPU LogicalProcessors";"RAM (GB)";"PageFilePath";"AutoManagedPageFile";"PageFileSize(MB)";"PageFileUsage(MB)";"PageFilePeakUsage(MB)";"TempPageFileInUse";"ProductKeyChannel";"UUID";"FQDN"
"SEINT3580";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 5:36:49 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Seint3580";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 71 7b c6 6d 16 c5-d1 8a a7 02 dd 2d 3b 13";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"4";"4";"64";"C:\pagefile.sys";"False";"4096";"538";"792";"False";"Volume:GVLK";"7B712B42-6DC6-C516-D18A-A702DD2D3B13";"Seint3580.win.dom.sandvik.com"
"SEINT3581";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 2:07:44 PM";"Licensed";"10/26/2025 8:26:37 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-480";"False";"False";"256";"seint3581";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 5e 8f bf 5a 92 87-af d2 9a 09 34 fc 98 9e";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"155";"278";"False";"Volume:GVLK";"8F5E2B42-5ABF-8792-AFD2-9A0934FC989E";"seint3581.win.dom.sandvik.com"
"SEINT3582";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"12/2/2020 1:54:43 PM";"Licensed";"10/17/2025 1:46:25 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-480";"False";"False";"256";"SEINT3582";"Member Server";"LM_Workstation,LM_Server,SQLServer,Print,NT,Server_NT";"VMware-42 2b 36 0b 77 2e 31 ce-e8 a0 5a 87 13 0e 03 bb";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"128";"429";"False";"Volume:GVLK";"0B362B42-2E77-CE31-E8A0-5A87130E03BB";"SEINT3582.win.dom.sandvik.com"
"SEINT3584";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 12:32:17";"Licensed";"2025-10-30 23:09:08";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-480";"False";"False";"256";"seint3584";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 6e 1c 26 31 98 b7-51 c5 4b a4 ec 0a bc ab";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"2";"2";"8";"C:\pagefile.sys";"False";"4096";"53";"217";"False";"Volume:GVLK";"1C6E2B42-3126-B798-51C5-4BA4EC0ABCAB";"seint3584.win.dom.sandvik.com"
"SEINT3588";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2022-05-30 11:23:29";"Licensed";"2025-10-25 08:39:13";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"180";"False";"False";"256";"seint3588";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 77 d4 92 1f 3d 4f-97 17 2f 37 e0 2c f5 50";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"24576";"441";"875";"False";"Volume:GVLK";"D4772B42-1F92-4F3D-9717-2F37E02CF550";"seint3588.win.dom.sandvik.com"
"SEINT3589";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-20 04:20:26";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT3589";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 3a 08 2e ae e3 2f-26 b5 44 c2 38 78 0c 01";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"393";"586";"False";"Volume:GVLK";"083A2B42-AE2E-2FE3-26B5-44C238780C01";"SEINT3589.win.dom.sandvik.com"
"SEINT3590";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 12:32:17";"Licensed";"2025-10-30 23:08:45";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-480";"False";"False";"256";"Seint3590";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 70 fb c8 62 19 db-9d d1 11 0c 62 1c 38 54";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"124";"406";"False";"Volume:GVLK";"FB702B42-62C8-DB19-9DD1-110C621C3854";"Seint3590.win.dom.sandvik.com"
"SEINT3592";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-11-15 06:20:32";"Licensed";"2025-10-19 07:47:29";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"seint3592";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b db bb d2 b8 a7 69-2e 7c 18 2e 35 ea 48 10";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"1116";"1236";"False";"Volume:GVLK";"BBDB2B42-B8D2-69A7-2E7C-182E35EA4810";"seint3592.win.dom.sandvik.com"
"SEINT3593";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-11-15 05:19:55";"Licensed";"2025-10-19 07:53:28";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"seint3593";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 92 2e 9d a8 09 d0-71 32 41 b1 8b eb f6 a1";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"24";"C:\pagefile.sys";"False";"24576";"54";"202";"False";"Volume:GVLK";"2E922B42-A89D-D009-7132-41B18BEBF6A1";"seint3593.win.dom.sandvik.com"
"SEINT3596";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2023-03-03 19:06:16";"Licensed";"2025-11-01 08:03:00";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT3596";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b ba 0b 14 40 6b 96-77 d2 3b c7 d1 d0 a1 1a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"4096";"370";"453";"False";"Volume:GVLK";"0BBA2B42-4014-966B-77D2-3BC7D1D0A11A";"SEINT3596.win.dom.sandvik.com"
"SEINT3598";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-19 07:53:44";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3598";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 8f fa 74 33 d8 14-4a e6 64 8e 4c 70 f4 14";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"4096";"409";"2091";"False";"Volume:GVLK";"FA8F2B42-3374-14D8-4AE6-648E4C70F414";"SEINT3598.win.dom.sandvik.com"
"SEINT3599";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-31 07:08:45";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT3599";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b b6 87 cd 5e a1 88-69 a2 c4 b1 41 5c ce b5";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"104";"540";"False";"Volume:GVLK";"87B62B42-5ECD-88A1-69A2-C4B1415CCEB5";"SEINT3599.win.dom.sandvik.com"
"SEINT3600";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-31 07:08:46";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT3600";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 12 8d 48 37 1b 2a-a4 43 73 49 b7 39 9c 76";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"310";"447";"False";"Volume:GVLK";"8D122B42-3748-2A1B-A443-7349B7399C76";"SEINT3600.win.dom.sandvik.com"
"SEINT3606";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-01-27 06:09:22";"Licensed";"2025-10-19 05:53:03";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"SEINT3606";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b ea 5a da 3d fb 4b-23 ce 20 1d aa cd 53 0f";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"61";"205";"False";"Volume:GVLK";"5AEA2B42-3DDA-4BFB-23CE-201DAACD530F";"SEINT3606.win.dom.sandvik.com"
"SEINT3607";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-01-27 07:00:40";"Licensed";"2025-10-19 05:53:02";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"SEINT3607";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b dd c6 48 b1 1c bb-61 2e 02 ba 94 b1 d9 76";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"62";"222";"False";"Volume:GVLK";"C6DD2B42-B148-BB1C-612E-02BA94B1D976";"SEINT3607.win.dom.sandvik.com"
"SEINT3614";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-16 12:04:32";"Licensed";"2025-10-17 10:24:09";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3614";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 72 d6 0f e3 be e4-0e 42 3c 18 aa 1e 63 6e";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"18";"18";"24";"C:\pagefile.sys";"False";"25600";"797";"969";"False";"Volume:GVLK";"D6722B42-E30F-E4BE-0E42-3C18AA1E636E";"SEINT3614.win.dom.sandvik.com"
"SEINT3615";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-16 12:05:02";"Licensed";"2025-10-17 10:24:26";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3615";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b be 7d e2 13 b9 a1-23 92 96 15 80 5c 9d 25";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"20";"20";"24";"C:\pagefile.sys";"False";"25600";"463";"1361";"False";"Volume:GVLK";"7DBE2B42-13E2-A1B9-2392-9615805C9D25";"SEINT3615.win.dom.sandvik.com"
"SEINT3616";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-09-22 11:33:00";"Licensed";"2025-10-17 10:24:48";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3616";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 46 0b 7e 4f 12 4b-5d 42 ff d0 bc 8a 38 86";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"16";"C:\pagefile.sys";"False";"34000";"2224";"3374";"False";"Volume:GVLK";"0B462B42-4F7E-4B12-5D42-FFD0BC8A3886";"SEINT3616.win.dom.sandvik.com"
"SEINT3617";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-15 09:30:05";"Licensed";"2025-10-17 04:03:00";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3617";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 2a 1c de f8 95 9a-fb c8 1c fe 9c 10 1e b8";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"34816";"35";"217";"False";"Volume:GVLK";"1C2A2B42-F8DE-9A95-FBC8-1CFE9C101EB8";"SEINT3617.win.dom.sandvik.com"
"SEINT3618";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-15 12:01:40";"Licensed";"2025-10-17 04:02:22";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3618";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b ff 50 45 78 ec 72-18 75 27 e0 f7 b7 ed fe";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"8";"8";"70";"C:\pagefile.sys,F:\pagefile.sys";"False";"73728,16384";"30,32";"266,272";"False,False";"Volume:GVLK";"50FF2B42-7845-72EC-1875-27E0F7B7EDFE";"SEINT3618.win.dom.sandvik.com"
"SEINT3619";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-09-22 11:12:32";"Licensed";"2025-10-31 07:09:07";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3619";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b ce aa 25 ff 08 96-83 6e 67 b0 2a d8 26 ed";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"32";"C:\pagefile.sys";"False";"34816";"92";"2260";"False";"Volume:GVLK";"AACE2B42-FF25-9608-836E-67B02AD826ED";"SEINT3619.win.dom.sandvik.com"
"SEINT3620";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-09-22 11:00:38";"Licensed";"2025-10-31 07:08:45";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3620";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b dd aa 70 30 39 9d-21 c8 8e 12 81 11 83 97";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"32";"C:\pagefile.sys";"False";"34816";"31";"2037";"False";"Volume:GVLK";"AADD2B42-3070-9D39-21C8-8E1281118397";"SEINT3620.win.dom.sandvik.com"
"SEINT3621";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-16 14:19:19";"Licensed";"2025-10-17 10:23:15";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3621";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b e5 a2 cd 8f ac 5a-40 b5 aa 60 b4 73 94 20";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"6";"6";"8";"C:\pagefile.sys";"False";"8704";"1615";"2744";"False";"Volume:GVLK";"A2E52B42-8FCD-5AAC-40B5-AA60B4739420";"SEINT3621.win.dom.sandvik.com"
"SEINT3622";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-02-16 14:19:50";"Licensed";"2025-10-17 10:24:34";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3622";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b e6 c7 46 ee a6 35-70 5f f4 fe b1 90 d9 7e";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"6";"6";"8";"C:\pagefile.sys";"False";"8704";"51";"244";"False";"Volume:GVLK";"C7E62B42-EE46-35A6-705F-F4FEB190D97E";"SEINT3622.win.dom.sandvik.com"
"SEINT3623";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-03-02 13:23:57";"Licensed";"2025-10-19 07:47:55";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3623";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 44 6a c0 c6 9d 2e-c0 b5 d8 8d 99 ac 21 84";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys,E:\pagefile.sys";"False";"16383,32000";"40,195";"88,329";"False,False";"Volume:GVLK";"6A442B42-C6C0-2E9D-C0B5-D88D99AC2184";"SEINT3623.win.dom.sandvik.com"
"SEINT3624";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-03-02 14:23:17";"Licensed";"2025-10-19 07:53:11";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3624";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 5e 38 03 12 68 f6-fc 27 45 66 00 b7 03 51";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"203";"340";"False";"Volume:GVLK";"385E2B42-1203-F668-FC27-456600B70351";"SEINT3624.win.dom.sandvik.com"
"SEINT3626";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-03-28 10:55:32";"Licensed";"2025-10-17 10:22:20";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3626";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 90 6a f8 d9 b6 40-9a b4 cd 35 32 bd f7 0c";"Intel(R) Xeon(R) CPU E7-4850 v4 @ 2.10GHz";"8";"8";"32";"C:\pagefile.sys";"False";"34816";"0";"0";"False";"Volume:GVLK";"6A902B42-D9F8-40B6-9AB4-CD3532BDF70C";"SEINT3626.win.dom.sandvik.com"
"SEINT3627";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-03-28 10:56:54";"Licensed";"2025-10-17 10:34:17";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3627";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 11 28 d2 9d 3a 3b-f1 96 a3 dd e6 49 97 4f";"Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz";"16";"16";"32";"C:\pagefile.sys";"False";"34816";"0";"0";"False";"Volume:GVLK";"28112B42-9DD2-3B3A-F196-A3DDE649974F";"SEINT3627.win.dom.sandvik.com"
"SEINT3628";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-03-29 13:33:04";"Licensed";"2025-10-17 10:32:42";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3628";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 9e 43 78 7d 0e 9d-75 c9 8c f0 e0 c8 58 a7";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"16";"16";"32";"C:\pagefile.sys";"False";"34816";"48";"237";"False";"Volume:GVLK";"439E2B42-7D78-9D0E-75C9-8CF0E0C858A7";"SEINT3628.win.dom.sandvik.com"
"SEINT3630";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-19 04:05:02";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3630";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b a6 0a 2f 0d 30 f8-cc 3c 1b f2 a5 fa b5 04";"Intel(R) Xeon(R) Gold 6226 CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"42";"744";"False";"Volume:GVLK";"0AA62B42-0D2F-F830-CC3C-1BF2A5FAB504";"SEINT3630.win.dom.sandvik.com"
"SEINT3632";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"6/6/2023 3:02:43 PM";"Licensed";"10/17/2025 10:37:18 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT3632";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 2c 2d 8c 60 94 c6-46 6b 2b b9 de 40 ca cb";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"18";"18";"16";"C:\pagefile.sys";"False";"17408";"6474";"7529";"False";"Volume:GVLK";"2D2C2B42-608C-C694-466B-2BB9DE40CACB";"SEINT3632.win.dom.sandvik.com"
"SEINT3634";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 14:01:55";"Licensed";"2025-10-19 05:53:07";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"SEINT3634";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 05 65 c3 74 a9 7b-88 f3 7f 4b f0 1b 6e eb";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"12";"12";"96";"C:\pagefile.sys,F:\pagefile.sys";"False";"102400,384000";"7,33732";"44,35993";"False,False";"Volume:GVLK";"65052B42-74C3-7BA9-88F3-7F4BF01B6EEB";"SEINT3634.win.dom.sandvik.com"
