"MachineName";"Manufacturer";"Model";"OperatingSystem";"OperatingSystem ServicePack";"BuildNumber";"Version";"InstallDate";"License";"Uptime";"BootDevice";"SystemDevice";"SystemDirectory";"WindowsDirectory";"OSArchitecture";"PowerShellVersion";"CurrentTimeZone";"Debug";"Distributed";"EncryptionLevel";"DNS Host Name";"Domain Role";"Roles";"Serial Number";"CPU Array";"CPU cores";"CPU LogicalProcessors";"RAM (GB)";"PageFilePath";"AutoManagedPageFile";"PageFileSize(MB)";"PageFileUsage(MB)";"PageFilePeakUsage(MB)";"TempPageFileInUse";"ProductKeyChannel";"UUID";"FQDN"
"ATDNT32";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"18.07.2025 21:02:53";"Licensed";"03.11.2025 04:01:07";"\Device\HarddiskVolume1";"\Device\HarddiskVolume2";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"ATDNT32";"Member Server";"LM_Workstation,LM_Server,SQLServer,Print,NT,Server_NT,DFS";"VMware-56 4d 0d 90 4f 6f f6 ef-34 5c 06 3d 07 27 d3 34";"Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz";"2";"2";"32";"C:\pagefile.sys";"False";"10000";"222";"335";"False";"Volume:GVLK";"900D4D56-6F4F-EFF6-345C-063D0727D334";"ATDNT32.win.dom.sandvik.com"
"ATDNT51";"IBM";"System x3650 M3 -[7945D2G]-";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"4/13/2019 7:12:14 PM";"Licensed";"10/19/2025 4:27:59 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"ATDNT51";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"KD19KCV";"Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz";"4";"8";"11.99";"C:\pagefile.sys";"True";"12288";"248";"471";"False";"Volume:GVLK";"B2416B12-CCF9-1F3F-9709-7D827AA0019E";"ATDNT51.win.dom.sandvik.com"
"ATDNT53";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"08.03.2025 10:18:06";"Licensed";"19.10.2025 16:02:42";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"ATDNT53";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,Potential_Browser,Master_Browser";"VMware-42 32 f0 f5 74 d3 75 ea-c1 f6 3d 07 a9 a3 69 bd";"Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz";"8";"8";"96";"C:\pagefile.sys,D:\pagefile.sys";"False";"8192,6144";"36,5";"182,11";"False,False";"Volume:GVLK";"F5F03242-D374-EA75-C1F6-3D07A9A369BD";"ATDNT53.win.dom.sandvik.com"
"AUINT105";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"10/25/2024 3:46:53 AM";"Licensed";"10/25/2025 11:27:18 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"660";"False";"False";"256";"AUINT105";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"J30A3RFV";"Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz";"16";"32";"95.69";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"9E62FB34-D3A2-11EC-986D-3A68DD760A9F";"AUINT105.win.dom.sandvik.com"
"BRINT60";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"10/6/2023 3:17:14 AM";"Licensed";"10/19/2025 9:04:20 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-180";"False";"False";"256";"BRINT60";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT,DFS";"J5000KKB";"Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz";"16";"32";"95.69";"P:\pagefile.sys";"False";"98304";"627";"677";"False";"Volume:GVLK";"91954467-93E6-11ED-AF18-C87C10045CF7";"BRINT60.win.dom.sandvik.com"
"BTIPDCSVR";"Dell Inc.";"PowerEdge R450";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/1/2023 2:25:52 PM";"Licensed";"10/18/2025 10:09:41 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"-300";"False";"False";"256";"BTIPDCSVR";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"2X8GRY3";"Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz";"16";"32";"63.46";"C:\pagefile.sys";"True";"9728";"0";"0";"False";"OEM:SLP";"4C4C4544-0058-3810-8047-B2C04F525933";"BTIPDCSVR.win.dom.sandvik.com"
"CAINT13";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"10/19/2022 2:26:23 AM";"Licensed";"10/17/2025 10:36:13 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-300";"False";"False";"256";"CAINT13";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,DFS";"J102ABTY";"Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz";"16";"32";"95.69";"P:\pagefile.sys";"False";"98304";"168";"256";"False";"Volume:GVLK";"81B694C8-242A-11ED-BC10-3A68DD801797";"CAINT13.win.dom.sandvik.com"
"CAINT1";"Lenovo";"ThinkSystem SR570 -[7Y03CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"1/24/2022 11:44:54 AM";"Licensed";"10/17/2025 9:36:35 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"-360";"False";"False";"256";"CAINT1";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,DFS";"S4BGM690";"Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz";"16";"32";"63.55";"P:\pagefile.sys";"False";"65536";"39";"111";"False";"Volume:GVLK";"CB77DE38-0CD7-11EA-860E-0A94EF9EE639";"CAINT1.win.dom.sandvik.com"
"CNCATSM01";"IBM";"IBM System x3650 M4: -[7915D2G]-";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"1/19/2019 9:52:10 PM";"Licensed";"10/18/2025 10:50:24 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"480";"False";"False";"256";"CNCATSM01";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"06CDHDY";"Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz";"12";"24";"63.97";"C:\pagefile.sys,E:\pagefile.sys";"False";"4000,4096";"0,0";"0,0";"False,False";"Volume:GVLK";"3442D1B2-22B6-11E4-A817-40F2E99BB7B2";"CNCATSM01.win.dom.sandvik.com"
"CNDNT41";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"5/10/2025 3:12:49 PM";"Licensed";"10/20/2025 12:12:43 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"480";"False";"False";"256";"CNDNT41";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"S4CNR313";"Intel(R) Xeon(R) Silver 4215R CPU @ 3.20GHz";"8";"16";"15.69";"C:\pagefile.sys";"True";"16384";"354";"562";"False";"Volume:GVLK";"AFFD6CBE-A3DF-11EB-AE5A-3A68DD4AE23F";"CNDNT41.win.dom.sandvik.com"
"CNDNT51";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"8/22/2025 8:46:07 AM";"Licensed";"10/19/2025 10:04:28 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"480";"False";"False";"256";"CNDNT51";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"J30A3RY1";"Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz";"16";"32";"191.69";"C:\pagefile.sys";"True";"28672";"0";"0";"False";"Volume:GVLK";"358E0B0C-D4D5-11EC-BE0A-3A68DD75F6B7";"CNDNT51.win.dom.sandvik.com"
"CNINT99";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"9/23/2022 12:46:54 AM";"Licensed";"10/17/2025 4:30:52 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"480";"False";"False";"256";"CNINT99";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,DFS";"J30A3RY2";"Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz";"16";"32";"191.69";"P:\pagefile.sys";"False";"196608";"0";"0";"False";"Volume:GVLK";"C2F6A706-D4D4-11EC-A166-3A68DD761A27";"CNINT99.win.dom.sandvik.com"
"DECFS60";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-19 04:03:53";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DECFS60";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 93 80 e6 64 fc 16-10 e0 bb 2c 50 64 bb cc";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"8";"8";"16";"C:\pagefile.sys";"False";"17408";"32";"375";"False";"Volume:GVLK";"80932B42-64E6-16FC-10E0-BB2C5064BBCC";"DECFS60.win.dom.sandvik.com"
"DECNT102";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"4/26/2025 11:09:19 AM";"Licensed";"10/19/2025 4:03:56 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DECNT102";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,Potential_Browser,DFS";"VMware-42 32 d7 04 98 ee 6c 31-c3 11 41 af e2 11 b8 4d";"INTEL(R) XEON(R) GOLD 6542Y";"2";"2";"8";"C:\pagefile.sys";"True";"8192";"363";"672";"False";"Volume:GVLK";"04D73242-EE98-316C-C311-41AFE211B84D";"DECNT102.win.dom.sandvik.com"
"DECNT160";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"9/2/2023 2:16:03 PM";"Licensed";"10/19/2025 4:04:15 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Decnt160";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,Potential_Browser,Master_Browser";"VMware-42 20 bb f1 26 0f fd c3-09 2f 0b 93 d7 d4 99 ab";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"16";"C:\pagefile.sys";"True";"17408";"345";"535";"False";"Volume:GVLK";"F1BB2042-0F26-C3FD-092F-0B93D7D499AB";"Decnt160.win.dom.sandvik.com"
"DECNT161";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"8/5/2023 10:39:04 AM";"Licensed";"10/29/2025 10:58:53 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DECNT161";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 e2 6e 46 8a 33 2a-18 5a 17 85 27 31 f4 40";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"16";"C:\pagefile.sys";"True";"17408";"331";"403";"False";"Volume:GVLK";"6EE22042-8A46-2A33-185A-17852731F440";"DECNT161.win.dom.sandvik.com"
"DECNT186";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"3/2/2019 5:48:16 PM";"Licensed";"10/20/2025 4:13:35 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DECNT186";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 8e 13 7f 38 04 8c-4a 91 a4 7c 61 76 a0 93";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"True";"8704";"470";"599";"False";"Volume:GVLK";"138E2042-387F-8C04-4A91-A47C6176A093";"DECNT186.win.dom.sandvik.com"
"DECNT216";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"5/3/2025 11:41:58 PM";"Licensed";"10/20/2025 4:07:22 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DECNT216";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 fd 0d d9 89 06 cb-bb 98 95 b8 47 a9 e5 4e";"INTEL(R) XEON(R) GOLD 6542Y";"2";"2";"8";"C:\pagefile.sys";"True";"8192";"375";"538";"False";"Volume:GVLK";"0DFD2042-89D9-CB06-BB98-95B847A9E54E";"DECNT216.win.dom.sandvik.com"
"DECNT223";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"03.10.2025 09:42:16";"Licensed";"19.10.2025 06:53:12";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DECNT223";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 15 0a a2 4f 78 80 71-7d d1 1f 43 fa 17 7d 03";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"24000";"74";"905";"False";"Volume:GVLK";"A20A1542-784F-7180-7DD1-1F43FA177D03";"DECNT223.win.dom.sandvik.com"
"DECNT234";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"26.04.2025 10:31:22";"Licensed";"19.10.2025 05:00:37";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DECNT234";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,Potential_Browser";"VMware-42 20 42 9e 70 29 18 63-7a 3c 05 f2 08 82 17 67";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"False";"8704";"2307";"3123";"False";"Volume:GVLK";"9E422042-2970-6318-7A3C-05F208821767";"DECNT234.win.dom.sandvik.com"
"DECNT99";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"5/10/2025 10:56:34 AM";"Licensed";"10/19/2025 4:04:12 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DECNT99";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 d7 4e cb ec 2b 41-33 90 45 25 00 71 fd 9d";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"8";"8";"8";"C:\pagefile.sys";"True";"8192";"803";"1154";"False";"Volume:GVLK";"4ED72042-ECCB-412B-3390-45250071FD9D";"DECNT99.win.dom.sandvik.com"
"DECNT9";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"8/5/2023 6:16:55 PM";"Licensed";"10/19/2025 4:02:05 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DECNT9";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,Potential_Browser";"VMware-42 20 d7 03 82 d3 43 bf-33 58 a3 bc 7a 24 78 8d";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"16";"C:\pagefile.sys";"False";"17408";"249";"506";"False";"Volume:GVLK";"03D72042-D382-BF43-3358-A3BC7A24788D";"DECNT9.win.dom.sandvik.com"
"DEINT102";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"8/6/2023 4:43:45 AM";"Licensed";"10/31/2025 3:06:18 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT102";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 17 6b 8b bf 04 19-98 9b 0d bf a0 f9 c2 93";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"32";"C:\pagefile.sys";"False";"34816";"2351";"2500";"False";"Volume:GVLK";"6B172042-BF8B-1904-989B-0DBFA0F9C293";"DEINT102.win.dom.sandvik.com"
"DEINT103";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/13/2025 9:17:04 AM";"Licensed";"10/19/2025 7:53:31 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DEINT103";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 98 db 8e 0d 18 89-72 6e fd c2 bd c8 b5 29";"INTEL(R) XEON(R) GOLD 6542Y";"4";"4";"8";"C:\pagefile.sys";"True";"8704";"112";"868";"False";"Volume:GVLK";"DB982042-0D8E-8918-726E-FDC2BDC8B529";"DEINT103.win.dom.sandvik.com"
"DEINT116";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"8/21/2021 11:38:23 AM";"Licensed";"10/19/2025 5:01:15 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT116";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 cf ee c9 0b 93 8d-b6 08 4d e7 e7 7b 5e 24";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"16";"C:\pagefile.sys";"True";"17408";"942";"1198";"False";"Volume:GVLK";"EECF2042-0BC9-8D93-B608-4DE7E77B5E24";"DEINT116.win.dom.sandvik.com"
"DEINT12";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"3/23/2022 3:34:12 PM";"Licensed";"10/20/2025 4:07:47 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT12";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT,DFS";"J304B41C";"Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz";"16";"32";"95.69";"P:\pagefile.sys";"False";"98304";"0";"0";"False";"Volume:GVLK";"7D729FBE-6088-11EC-A90A-3A68DD69107F";"DEINT12.win.dom.sandvik.com"
"DEINT163";"LENOVO";"System x3650 M5 -[8871AC1]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"8/24/2023 4:43:03 PM";"Licensed";"10/18/2025 10:05:39 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Deint163";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"S40KWL7";"Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz";"24";"48";"95.31";"K:\pagefile.sys";"False";"98304";"32";"1097";"False";"Volume:GVLK";"46B1A8A7-3600-11E8-B213-F6D80D5824F0";"Deint163.win.dom.sandvik.com"
"DEINT165";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"2017-10-06 00:22:07";"Licensed";"2025-10-19 10:08:03";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT165";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 08 4d f5 b4 ea 01-14 43 19 ab a0 43 fc 3e";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"64";"C:\pagefile.sys";"False";"69632";"0";"0";"False";"Volume:GVLK";"4D082042-B4F5-01EA-1443-19ABA043FC3E";"DEINT165.win.dom.sandvik.com"
"DEINT172";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/12/2025 4:31:38 PM";"Licensed";"10/31/2025 6:09:06 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"deint172";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 63 34 bb c5 29 c3-d7 a6 85 a0 f0 76 d7 29";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"64";"C:\pagefile.sys,G:\pagefile.sys";"False";"69632,192000";"0,0";"0,0";"False,False";"Volume:GVLK";"34632B42-C5BB-C329-D7A6-85A0F076D729";"deint172.win.dom.sandvik.com"
"DEINT179";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"5/3/2025 11:00:30 AM";"Licensed";"10/19/2025 4:02:36 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DEINT179";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT";"VMware-42 20 cb e2 8c 3a 46 89-18 b5 58 e4 97 b7 cc 94";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"32";"C:\pagefile.sys";"False";"34816";"98";"464";"False";"Volume:GVLK";"E2CB2042-3A8C-8946-18B5-58E497B7CC94";"DEINT179.win.dom.sandvik.com"
"DEINT183";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"9/16/2023 6:40:03 AM";"Licensed";"10/19/2025 4:07:57 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT183";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 c6 7f e7 9e a6 eb-1e e1 5b 9e 2f 33 ed 40";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"False";"8704";"266";"437";"False";"Volume:GVLK";"7FC62042-9EE7-EBA6-1EE1-5B9E2F33ED40";"DEINT183.win.dom.sandvik.com"
"DEINT184";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/20/2025 7:22:28 AM";"Licensed";"10/19/2025 5:53:16 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"DEINT184";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 87 a6 46 20 93 bc-22 39 2f 5c 33 96 2e fb";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"32";"32";"256";"E:\pagefile.sys,G:\pagefile.sys,X:\pagefile.sys";"False";"64000,128000,100000";"0,0,0";"0,0,0";"False,False,False";"Volume:GVLK";"A6872042-2046-BC93-2239-2F5C33962EFB";"DEINT184.win.dom.sandvik.com"
"DEINT185";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/20/2025 6:09:25 AM";"Licensed";"10/19/2025 5:53:21 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"DEINT185";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 eb 50 e1 de 96 be-50 df b2 b4 c1 db 55 6e";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"64";"F:\pagefile.sys";"False";"128000";"15056";"16079";"False";"Volume:GVLK";"50EB2042-DEE1-BE96-50DF-B2B4C1DB556E";"DEINT185.win.dom.sandvik.com"
"DEINT192";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 5:40:24 PM";"Licensed";"10/19/2025 6:01:24 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT192";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 3b 5f bb 8d 79 e3-25 25 24 6b d6 fa a1 3a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"50000";"1559";"2964";"False";"Volume:GVLK";"5F3B2042-8DBB-E379-2525-246BD6FAA13A";"DEINT192.win.dom.sandvik.com"
