"MachineName";"Publish";"Protocol";"Store";"AddressFamily";"State";"ifIndex";"Caption";"Description";"ElementName";"InstanceID";"AdminDistance";"DestinationAddress";"IsStatic";"RouteMetric";"TypeOfRoute";"CompartmentId";"DestinationPrefix";"InterfaceAlias";"InterfaceIndex";"InterfaceMetric";"NextHop";"PreferredLifetime";"ValidLifetime";"PSComputerName"
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;"<??8<??8<??8<??9=<55>55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Ethernet1";"4";"15";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"8";;;;"<??8<??8<??8<??9=<55B55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Local Area Connection";"8";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<??8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;"<<>8:8:8:9>55>55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Ethernet1";"4";"15";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"8";;;;"<<>8:8:8:9>55B55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Local Area Connection";"8";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<<>8:8:8:9>55;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;";@C8<?>8<??8<??9=<55>55:8:8:8:55;";;;;"256";"3";"1";"169.254.255.255/32";"Ethernet1";"4";"15";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;";@C8<?>8<=;8;?9=<55>55:8:8:8:55;";;;;"256";"3";"1";"169.254.231.15/32";"Ethernet1";"4";"15";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;";@C8<?>8:8:9;@55>55:8:8:8:55;";;;;"256";"3";"1";"169.254.0.0/16";"Ethernet1";"4";"15";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"8";;;;";=B8;:=8;?C8<??9=<55B55:8:8:8:55;";;;;"256";"3";"1";"138.103.159.255/32";"Local Area Connection";"8";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"8";;;;";=B8;:=8;?<8@;9=<55B55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.61/32";"Local Area Connection";"8";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"8";;;;";=B8;:=8;?<8:9<;55B55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.0/21";"Local Area Connection";"8";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8;9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.1/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8:9B55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.0/8";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"NetMgmt";"ActiveStore";"IPv4";"Alive";"8";;;;":8:8:8:9:55B55;=B8;:=8;?C8?;55;";;;;"256";"3";"1";"0.0.0.0/0";"Local Area Connection";"8";"25";"138.103.159.51";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"pp::DD9B55;55DD55;";;;;"256";"3";"1";"ff00::/8";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt32";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"DD;9;<B55;55DD55;";;;;"256";"3";"1";"::1/128";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"2";;;;"<??8<??8<??8<??9=<55<55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Ethernet";"2";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"3";;;;"<??8<??8<??8<??9=<55=55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Local Area Connection 3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"4";;;;"<??8<??8<??8<??9=<55>55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Corporate Network";"4";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"1";;;;"<??8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"2";;;;"<<>8:8:8:9>55<55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Ethernet";"2";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"3";;;;"<<>8:8:8:9>55=55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Local Area Connection 3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"4";;;;"<<>8:8:8:9>55>55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Corporate Network";"4";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"1";;;;"<<>8:8:8:9>55;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Loopback Pseudo-Interface 1";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"2";;;;";@C8<?>8C?8<??9=<55<55:8:8:8:55;";;;;"256";"3";"1";"169.254.95.255/32";"Ethernet";"2";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"2";;;;";@C8<?>8C?8;<:9=<55<55:8:8:8:55;";;;;"256";"3";"1";"169.254.95.120/32";"Ethernet";"2";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"2";;;;";@C8<?>8C?8:9<>55<55:8:8:8:55;";;;;"256";"3";"1";"169.254.95.0/24";"Ethernet";"2";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"4";;;;";=B8;:=8;?C8<??9=<55>55:8:8:8:55;";;;;"256";"3";"1";"138.103.159.255/32";"Corporate Network";"4";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"4";;;;";=B8;:=8;?<8?;9=<55>55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.51/32";"Corporate Network";"4";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"4";;;;";=B8;:=8;?<8:9<;55>55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.0/21";"Corporate Network";"4";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"1";;;;";<A8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"1";;;;";<A8:8:8;9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.1/32";"Loopback Pseudo-Interface 1";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv4";"1";;;;";<A8:8:8:9B55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.0/8";"Loopback Pseudo-Interface 1";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"NetMgmt";"ActiveStore";"IPv4";"4";;;;":8:8:8:9:55>55;=B8;:=8;?C8?;55;";;;;"256";"3";"1";"0.0.0.0/0";"Corporate Network";"4";"138.103.159.51";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv6";"1";;;;"pp::DD9B55;55DD55;";;;;"256";"3";"1";"ff00::/8";"Loopback Pseudo-Interface 1";"1";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt51";"No";"Local";"ActiveStore";"IPv6";"1";;;;"DD;9;<B55;55DD55;";;;;"256";"3";"1";"::1/128";"Loopback Pseudo-Interface 1";"1";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;"<??8<??8<??8<??9=<55=55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Ethernet2";"3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;"<??8<??8<??8<??9=<55;:55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Ethernet0";"10";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<??8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;"<<>8:8:8:9>55=55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Ethernet2";"3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;"<<>8:8:8:9>55;:55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Ethernet0";"10";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<<>8:8:8:9>55;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;";C<8;@B8>8<??9=<55=55:8:8:8:55;";;;;"256";"3";"1";"192.168.4.255/32";"Ethernet2";"3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;";C<8;@B8>8<;:9=<55=55:8:8:8:55;";;;;"256";"3";"1";"192.168.4.210/32";"Ethernet2";"3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;";C<8;@B8>8:9<>55=55:8:8:8:55;";;;;"256";"3";"1";"192.168.4.0/24";"Ethernet2";"3";"3";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;";=B8;:=8;?C8<??9=<55;:55:8:8:8:55;";;;;"256";"3";"1";"138.103.159.255/32";"Ethernet0";"10";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;";=B8;:=8;?<8?=9=<55;:55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.53/32";"Ethernet0";"10";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;";=B8;:=8;?<8:9<;55;:55:8:8:8:55;";;;;"256";"3";"1";"138.103.152.0/21";"Ethernet0";"10";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8;9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.1/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8:9B55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.0/8";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"NetMgmt";"ActiveStore";"IPv4";"Alive";"10";;;;":8:8:8:9:55;:55;=B8;:=8;?C8?;55;";;;;"256";"3";"1";"0.0.0.0/0";"Ethernet0";"10";"1";"138.103.159.51";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"pp::DD9B55;55DD55;";;;;"256";"3";"1";"ff00::/8";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"atdnt53";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"DD;9;<B55;55DD55;";;;;"256";"3";"1";"::1/128";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;"<??8<??8<??8<??9=<55>55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 4";"4";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"21";;;;"<??8<??8<??8<??9=<55<;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 3";"21";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"5";;;;"<??8<??8<??8<??9=<55?55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 2";"5";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"7";;;;"<??8<??8<??8<??9=<55A55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em4";"7";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"6";;;;"<??8<??8<??8<??9=<55@55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Production";"6";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"12";;;;"<??8<??8<??8<??9=<55;<55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em3";"12";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"19";;;;"<??8<??8<??8<??9=<55;C55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em2";"19";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"11";;;;"<??8<??8<??8<??9=<55;;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em1";"11";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<??8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"4";;;;"<<>8:8:8:9>55>55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 4";"4";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"21";;;;"<<>8:8:8:9>55<;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 3";"21";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"5";;;;"<<>8:8:8:9>55?55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 2";"5";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"7";;;;"<<>8:8:8:9>55A55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"em4";"7";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"6";;;;"<<>8:8:8:9>55@55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Production";"6";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"12";;;;"<<>8:8:8:9>55;<55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"em3";"12";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"19";;;;"<<>8:8:8:9>55;C55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"em2";"19";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"11";;;;"<<>8:8:8:9>55;;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"em1";"11";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<<>8:8:8:9>55;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8;9=<55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.1/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;";<A8:8:8:9B55;55:8:8:8:55;";;;;"256";"3";"1";"127.0.0.0/8";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"6";;;;";:8??8<B8=;9=<55@55:8:8:8:55;";;;;"256";"3";"1";"10.55.28.31/32";"Production";"6";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"6";;;;";:8??8<B8@9=<55@55:8:8:8:55;";;;;"256";"3";"1";"10.55.28.6/32";"Production";"6";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv4";"Alive";"6";;;;";:8??8<B8:9<A55@55:8:8:8:55;";;;;"256";"3";"1";"10.55.28.0/27";"Production";"6";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"NetMgmt";"ActiveStore";"IPv4";"Alive";"6";;;;":8:8:8:9:55@55;:8??8<B8;55;";;;;"256";"3";"1";"0.0.0.0/0";"Production";"6";"25";"10.55.28.1";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"pp::DD9B55;55DD55;";;;;"256";"3";"1";"ff00::/8";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"auint105";"No";"Local";"ActiveStore";"IPv6";"Alive";"1";;;;"DD;9;<B55;55DD55;";;;;"256";"3";"1";"::1/128";"Loopback Pseudo-Interface 1";"1";"75";"::";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;"<??8<??8<??8<??9=<55;:55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 4";"10";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"12";;;;"<??8<??8<??8<??9=<55;<55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 3";"12";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"11";;;;"<??8<??8<??8<??9=<55;;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 2";"11";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"15";;;;"<??8<??8<??8<??9=<55;?55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Slot4 Port 1";"15";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;"<??8<??8<??8<??9=<55=55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em3";"3";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"2";;;;"<??8<??8<??8<??9=<55<55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em2";"2";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"16";;;;"<??8<??8<??8<??9=<55;@55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em1";"16";"1";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"19";;;;"<??8<??8<??8<??9=<55;C55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"em4";"19";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"1";;;;"<??8<??8<??8<??9=<55;55:8:8:8:55;";;;;"256";"3";"1";"255.255.255.255/32";"Loopback Pseudo-Interface 1";"1";"75";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"10";;;;"<<>8:8:8:9>55;:55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 4";"10";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"12";;;;"<<>8:8:8:9>55;<55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 3";"12";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"11";;;;"<<>8:8:8:9>55;;55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 2";"11";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"15";;;;"<<>8:8:8:9>55;?55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"Slot4 Port 1";"15";"5";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
"brint60";"No";"Local";"ActiveStore";"IPv4";"Alive";"3";;;;"<<>8:8:8:9>55=55:8:8:8:55;";;;;"256";"3";"1";"224.0.0.0/4";"em3";"3";"25";"0.0.0.0";"10675199.02:48:05.4775807";"10675199.02:48:05.4775807";
