"MachineName";"DeviceID";"VolumeName";"SizeGb";"FreeSpaceGb";"FreeSpace(%)";"VolumeSerialNumber";"Description";"Compressed";"VolumeDirty";"SupportsDiskQuotas";"DiskQueueLength"
"atdnt32";"C:";"System";"200";"41,67";"20,85";"98B076A5";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt32";"D:";"Data";"1229";"151,94";"12,36";"3265E8DA";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt32";"W:";"System Reserved";"1";"0,06";"60,00";"B0A6D583";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt51";"C:";"OSDisk";"558";"371.14";"66.58";"A2514C4C";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt51";"E:";"SCCM Data";"4463";"3276.39";"73.42";"9AC1CE0C";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt53";"C:";"OSDisk";"300";"136,13";"45,50";"30482526";"Local Fixed Disk";"False";"False";"True";"0,01"
"atdnt53";"D:";"Teamcenter_D";"1600";"394,81";"24,68";"C4319F69";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt53";"E:";"Teamcenter_E";"12288";"3826,16";"31,14";"98D32E09";"Local Fixed Disk";"False";"False";"True";"0"
"atdnt53";"F:";"Database";"600";"170,81";"28,47";"CA319D46";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"C:";"Windows";"300";"179.16";"59.72%";"0676C6BB";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"D:";"Kyndryl Data";"50";"39.61";"79.22%";"54FF8898";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"E:";"SQL System";"300";"297.11";"99.04%";"6E101C85";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"F:";"TempDB";"200";"190.9";"95.45%";"F454A915";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"G:";"TempLog";"100";"98.91";"98.91%";"3C7A8BCC";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"H:";"UserDB";"1024";"1018.29";"99.44%";"DEE98E2C";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"J:";"UserLog";"1024";"1018.9";"99.50%";"ACB761F9";"Local Fixed Disk";"False";"False";"True";"0"
"auint105";"L:";"VEEAM_STG";"6703";"6301.6";"94.02%";"1C380FCD";"Local Fixed Disk";"False";"False";"False";"0"
"brint60";"C:";"Windows";"150";"107.54";"71.69%";"66ECDC0E";"Local Fixed Disk";"False";"False";"True";"0"
"brint60";"D:";"Kyndryl";"50";"45.06";"90.12%";"4E7295F0";"Local Fixed Disk";"False";"False";"True";"0"
"brint60";"E:";"DATA";"4703";"1425.62";"30.31%";"EC1A50F5";"Local Fixed Disk";"False";"False";"True";"0"
"brint60";"F:";"SCCM";"2000";"1285.84";"64.29%";"CE043B0B";"Local Fixed Disk";"False";"False";"True";"0"
"brint60";"G:";"Veeam_STG";"13406";"9788.74";"73.02%";"80BA4DD2";"Local Fixed Disk";"False";"False";"True";"0"
"brint60";"P:";"PageFile";"200";"103.9";"51.95%";"1E8EF79E";"Local Fixed Disk";"False";"False";"True";"0"
"btipdcsvr";"C:";"OS";"221";"85.39";"38.78%";"D80981D5";"Local Fixed Disk";"False";"False";"True";"0"
"btipdcsvr";"D:";"DATA";"2235";"2005.95";"89.78%";"880E5B49";"Local Fixed Disk";"False";"False";"True";"0"
"btipdcsvr";"F:";"DCROOT 2018_08_03 08:20 DISK_01";"932";"330.61";"35.49%";"387073C6";"Local Fixed Disk";"False";"False";"True";"0"
"caint13";"C:";"Windows";"151";"71.92";"47.86%";"B2BA446F";"Local Fixed Disk";"False";"False";"True";"0"
"caint13";"D:";"Kyndryl";"50";"46.86";"93.72%";"5E49D6D0";"Local Fixed Disk";"False";"False";"True";"0"
"caint13";"E:";"Data";"9172";"5945.45";"64.83%";"22076CCB";"Local Fixed Disk";"False";"False";"True";"0"
"caint13";"F:";"SCCM";"2000";"346.92";"17.35%";"C6F5EB6F";"Local Fixed Disk";"False";"False";"True";"0"
"caint13";"J:";"VeeamSTG";"13406";"5225.75";"38.98%";"D8852C4A";"Local Fixed Disk";"False";"False";"False";"0"
"caint13";"P:";"Pagefile";"200";"103.9";"51.95%";"946E9D18";"Local Fixed Disk";"False";"False";"True";"0"
"caint1";"C:";"Windows";"178";"143.21";"80.52%";"B26D13D0";"Local Fixed Disk";"False";"False";"True";"0.02"
"caint1";"D:";"New Volume";"50";"40.9";"81.80%";"88B1BDB9";"Local Fixed Disk";"False";"False";"True";"0"
"caint1";"E:";"DATA";"4785";"1200.54";"25.09%";"A6D527B3";"Local Fixed Disk";"False";"False";"True";"0"
"caint1";"L:";"Veeam_STG";"7016";"3221.45";"45.92%";"4C948DC1";"Local Fixed Disk";"False";"False";"False";"0"
"caint1";"P:";"Pagefile";"120";"55.9";"46.58%";"F8585ADC";"Local Fixed Disk";"False";"False";"True";"0"
"cncatsm01";"C:";"SYSTEM";"100";"16.87";"16.93";"0A4A6CC8";"Local Fixed Disk";"False";"False";"True";"0"
"cncatsm01";"D:";"IBM";"36";"14.47";"40.21";"906C4429";"Local Fixed Disk";"False";"False";"True";"0"
"cncatsm01";"E:";"Page File";"100";"95.89";"95.89";"9C9FCD02";"Local Fixed Disk";"False";"False";"True";"0"
"cncatsm01";"K:";"MS Backup";"30";"16.87";"56.23";"2AE5E224";"Local Fixed Disk";"False";"False";"True";"0"
"cncatsm01";"L:";"Veeam_STG";"11169";"9911.9";"88.75";"2CA066FE";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt41";"C:";"";"199";"136.08";"68.41%";"8A7AAFEC";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt41";"D:";"New Volume";"100";"64.86";"64.86%";"F6024A7F";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt41";"E:";"New Volume";"2232";"184.16";"8.25%";"528EB84F";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt51";"C:";"Windows";"301";"196.33";"65.44%";"C0CBE3FE";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt51";"D:";"KyndrylData";"50";"48.05";"97.92%";"C2FD6D63";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt51";"E:";"";"501";"242.35";"48.47%";"F822789E";"Local Fixed Disk";"False";"False";"True";"0"
"cndnt51";"F:";"Application";"3073";"1438.26";"46.82%";"D4516ACB";"Local Fixed Disk";"False";"False";"True";"0"
"cnint99";"C:";"Windows";"151";"43.53";"28.97%";"E2558BF9";"Local Fixed Disk";"False";"False";"True";"0"
"cnint99";"D:";"IBM";"50";"21.52";"43.04%";"66961EA4";"Local Fixed Disk";"False";"False";"True";"0"
"cnint99";"E:";"DATA";"2235";"383.59";"17.17%";"1851BAFF";"Local Fixed Disk";"False";"False";"True";"0"
"cnint99";"F:";"New Volume";"1536";"1528.57";"99.52%";"CE184E04";"Local Fixed Disk";"False";"False";"True";"0"
"cnint99";"L:";"Veeam_stg";"7401";"2786.76";"37.65%";"C08F11C9";"Local Fixed Disk";"False";"False";"False";"0"
"cnint99";"P:";"Pagefile";"300";"107.89";"35.96%";"02AB788B";"Local Fixed Disk";"False";"False";"True";"0"
"decfs60";"C:";"SYSTEM";"150";"69,62";"46,61";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"decfs60";"D:";"Kyndryl";"15";"13,84";"92,39";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"decfs60";"E:";"New Volume";"2048";"557,61";"27,23";"A689AEFF";"Local Fixed Disk";"False";"False";"True";"0,01"
"decnt102";"C:";"System";"120";"14.06";"11.77%";"4C3BFE16";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"D:";"Data";"1950";"1925.07";"98.72%";"166D6417";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"E:";"Data2";"1950";"556.32";"28.53%";"CC773844";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"F:";"Data3";"3998";"698.71";"17.48%";"DC5DF43D";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"G:";"Data4";"2048";"239.97";"11.72%";"A6E3C051";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"H:";"Data5";"2048";"1202.87";"58.73%";"4CB5012A";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"I:";"Data6";"2048";"789.52";"38.55%";"5222D99C";"Local Fixed Disk";"False";"False";"True";"0"
"decnt102";"J:";"Data7";"4096";"1951.8";"47.65%";"A2F65A50";"Local Fixed Disk";"False";"False";"True";"0"
"decnt160";"C:";"SYSTEM";"120";"18.41";"15.45%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"decnt160";"D:";"IBM";"40";"8.8";"22.00%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"decnt160";"E:";"AppData";"100";"31.44";"31.48%";"420C6630";"Local Fixed Disk";"False";"False";"True";"0"
"decnt161";"C:";"SYSTEM";"120";"62.94";"52.81%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"decnt161";"D:";"IBM";"15";"9.08";"60.53%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"decnt161";"E:";"AppData";"65";"53.04";"81.60%";"B098A2F3";"Local Fixed Disk";"False";"False";"True";"0"
"decnt186";"C:";"OSDisk";"200";"124.91";"62.59";"DC79BBD5";"Local Fixed Disk";"False";"False";"True";"0"
"decnt186";"D:";"IBM";"50";"45.7";"91.40";"C0A898BA";"Local Fixed Disk";"False";"False";"True";"0"
"decnt216";"C:";"OSDisk";"200";"97.39";"48.82%";"C41D320A";"Local Fixed Disk";"False";"False";"True";"0.01"
"decnt216";"D:";"D-BackUps";"80";"72.03";"90.04%";"EE7D2AD3";"Local Fixed Disk";"False";"False";"True";"0"
"decnt216";"E:";"E-Daten";"250";"184.15";"73.66%";"707CF25C";"Local Fixed Disk";"False";"False";"True";"0"
"decnt223";"C:";"SYSTEM";"150";"44,78";"29,96";"F02A184B";"Local Fixed Disk";"False";"False";"True";"0"
"decnt223";"D:";"IBM Tools";"15";"11,19";"74,60";"B8C6FE85";"Local Fixed Disk";"False";"False";"True";"0"
"decnt223";"E:";"sapexe";"60";"23,73";"39,55";"82956F55";"Local Fixed Disk";"False";"False";"True";"0"
"decnt223";"F:";"data_f";"100";"28,83";"28,83";"D6A1272E";"Local Fixed Disk";"False";"False";"True";"0"
"decnt234";"C:";"SYSTEM";"200";"116,25";"58,37";"3A23AEA5";"Local Fixed Disk";"False";"False";"True";"0,11"
"decnt234";"D:";"IBM Tools";"50";"22,75";"45,50";"A2E6861C";"Local Fixed Disk";"False";"False";"True";"0"
"decnt234";"E:";"Data";"40";"32,89";"82,23";"36FA6E97";"Local Fixed Disk";"False";"False";"True";"0"
"decnt99";"C:";"OSDisk";"200";"101.02";"50.64%";"E6679BB7";"Local Fixed Disk";"False";"False";"True";"0"
"decnt99";"D:";"UG_Files";"977";"104.41";"10.69%";"6E5E7511";"Local Fixed Disk";"False";"False";"True";"0"
"decnt99";"E:";"Log_Files";"495";"430.03";"87.01%";"6671BB91";"Local Fixed Disk";"False";"False";"True";"0"
"decnt99";"G:";"New Volume";"1536";"930.57";"60.59%";"789F1C3B";"Local Fixed Disk";"False";"False";"True";"0"
"decnt9";"C:";"SYSTEM";"140";"66.76";"47.97%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0.02"
"decnt9";"D:";"IBM";"15";"9";"60.00%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"decnt9";"E:";"AppData1";"1200";"351.56";"29.30%";"94AF67B9";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"C:";"SYSTEM";"120";"26.85";"22.46";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"D:";"IBM";"15";"9.67";"64.47";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"E:";"SQLSystem";"175";"77.93";"44.53";"76FF1679";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"F:";"TempDB";"20";"11.93";"59.65";"F2B5C630";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"G:";"TempLog";"5";"3.96";"79.20";"EC6C3834";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"H:";"UserDB";"175";"104.14";"59.51";"E63C5720";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"J:";"UserLog";"50";"32.55";"65.10";"BE938C99";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"K:";"New Volume";"200";"174.08";"87.04";"DCA0C8C0";"Local Fixed Disk";"False";"False";"True";"0"
"deint102";"L:";"SSAS";"5";"4.97";"99.40";"16B68C30";"Local Fixed Disk";"False";"False";"True";"0"
"deint103";"C:";"SYSTEM";"120";"64.89";"54.32%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"deint103";"D:";"IBM";"15";"12.39";"82.60%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"deint103";"E:";"AppData1";"350";"227.45";"64.99%";"B06B6A11";"Local Fixed Disk";"False";"False";"True";"0"
"deint103";"F:";"AppData2";"50";"46.9";"93.80%";"CC79E8FE";"Local Fixed Disk";"False";"False";"True";"0"
"deint116";"C:";"SYSTEM";"120";"42.2";"35.41%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"deint116";"D:";"IBM";"15";"11.99";"79.93%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"deint116";"E:";"AppData";"115";"95.46";"83.01%";"AE496AF6";"Local Fixed Disk";"False";"False";"True";"0"
"deint12";"C:";"Windows";"150";"111.79";"74.53%";"D6A1DBBD";"Local Fixed Disk";"False";"False";"True";"0"
"deint12";"D:";"New Volume";"50";"46.62";"93.24%";"3E3F82DC";"Local Fixed Disk";"False";"False";"True";"0"
"deint12";"E:";"Data";"2000";"267.18";"13.36%";"1E0565F6";"Local Fixed Disk";"False";"False";"True";"0"
"deint12";"L:";"Veeam_STG";"6703";"5531";"82.52%";"A2A78E18";"Local Fixed Disk";"False";"False";"False";"0"
"deint12";"P:";"Pagefile";"200";"103.9";"51.95%";"ACFE9437";"Local Fixed Disk";"False";"False";"True";"0"
"deint163";"C:";"SYSTEM";"199";"27.14";"13.65%";"684B1DC1";"Local Fixed Disk";"False";"False";"True";"0"
"deint163";"D:";"IBM";"75";"63.99";"85.32%";"0E1C187F";"Local Fixed Disk";"False";"False";"True";"0"
"deint163";"J:";"Storagepool";"10";"9.96";"99.60%";"A01395C9";"Local Fixed Disk";"False";"False";"True";"0"
"deint163";"K:";"APP";"283";"186.5";"65.93%";"9C109BB0";"Local Fixed Disk";"False";"False";"True";"0"
"deint163";"S:";"Veeam_STG";"75776";"10892.88";"14.38%";"D6B04495";"Local Fixed Disk";"False";"False";"False";"3.08"
"deint165";"C:";"SYSTEM";"250";"83,4";"33,36";"3A166E49";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"D:";"IBM";"50";"25,75";"51,50";"32085560";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"E:";"SQLSystem";"25";"13,49";"53,96";"EA31495F";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"F:";"TempDB";"30";"29,16";"97,20";"3056C6C1";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"G:";"Templog";"25";"22,42";"89,68";"72074960";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"H:";"USERDB";"300";"276,39";"92,13";"6E8A502F";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"J:";"UserLog";"100";"91,75";"91,75";"20FBE793";"Local Fixed Disk";"False";"False";"True";"0"
"deint165";"N:";"AppData";"600";"593,67";"98,95";"B8D5CD72";"Local Fixed Disk";"False";"False";"True";"0"
"deint172";"C:";"SYSTEM";"150";"37.38";"25.01%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"deint172";"D:";"IBM";"15";"9.22";"61.47%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"deint172";"E:";"xkernel";"100";"99.85";"99.85%";"7E9535BB";"Local Fixed Disk";"False";"False";"True";"0"
"deint172";"F:";"sapexe";"105";"61.94";"58.99%";"8AA021D5";"Local Fixed Disk";"False";"False";"True";"0"
"deint172";"G:";"swap";"500";"312.33";"62.47%";"24AEAD2E";"Local Fixed Disk";"False";"False";"True";"0"
"deint179";"C:";"SYSTEM";"120";"39.75";"33.27%";"3A166E49";"Local Fixed Disk";"False";"False";"True";"0"
"deint179";"D:";"IBM";"50";"46.46";"92.92%";"32085560";"Local Fixed Disk";"False";"False";"True";"0"
"deint179";"E:";"AppData";"100";"77.26";"77.26%";"AC6D7374";"Local Fixed Disk";"False";"False";"True";"0"
"deint183";"C:";"SYSTEM";"120";"69.92";"58.27";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"deint183";"D:";"IBM";"15";"6.76";"45.07";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"deint183";"E:";"Application";"150";"138.4";"92.27";"6CA3ECF7";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"C:";"SYSTEM";"150";"97.86";"65.48%";"3A166E49";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"D:";"IBM";"15";"14";"93.33%";"32085560";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"E:";"oraarch";"650";"304.1";"46.78%";"1C93DBD0";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"F:";"MAXDB_USR";"128";"77.29";"60.38%";"8CCDAB75";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"G:";"Appdata3";"200";"74.88";"37.44%";"BEAA417A";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"I:";"MAXDB";"2000";"398.46";"19.92%";"F689A2B9";"Local Fixed Disk";"False";"False";"True";"0"
"deint184";"J:";"MAXDB";"2500";"954.62";"38.19%";"B250E47D";"Local Fixed Disk";"False";"False";"True";"0.4"
"deint184";"X:";"Backup_old";"2048";"1606.3";"78.43%";"66EF0D28";"Local Fixed Disk";"False";"False";"True";"0.03"
"deint185";"C:";"SYSTEM";"150";"110.56";"73.97%";"3A166E49";"Local Fixed Disk";"False";"False";"True";"0"
"deint185";"D:";"IBM";"15";"5.38";"35.87%";"32085560";"Local Fixed Disk";"False";"False";"True";"0"
"deint185";"E:";"Appdata1";"150";"40.44";"26.96%";"466AAC28";"Local Fixed Disk";"False";"False";"True";"0"
"deint185";"F:";"sapexe";"165";"26.92";"16.32%";"C65FC445";"Local Fixed Disk";"False";"False";"True";"0"
"deint192";"C:";"SYSTEM";"120";"33.84";"28.20";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint192";"D:";"IBM";"15";"13.17";"87.80";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint192";"E:";"sapexe";"100";"83.02";"83.02";"3044B6E3";"Local Fixed Disk";"False";"True";"True";"0"
"deint192";"F:";"sapdown";"100";"83.23";"83.23";"245AC351";"Local Fixed Disk";"False";"False";"True";"0"
"deint192";"G:";"SAPDATA_SYBASE";"300";"191.39";"63.80";"D4891A38";"Local Fixed Disk";"False";"False";"True";"0"
"deint194";"C:";"SYSTEM";"120";"56.57";"47.14";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint194";"D:";"IBM";"15";"14.66";"97.73";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint194";"E:";"Swap";"100";"67.32";"67.32";"144D415E";"Local Fixed Disk";"False";"False";"True";"0"
"deint194";"F:";"Appdata2";"1100";"736.86";"66.99";"FED6814E";"Local Fixed Disk";"False";"False";"True";"0"
"deint194";"G:";"AppData3";"1100";"653.81";"59.44";"8A08E472";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"C:";"SYSTEM";"120";"42.63";"35.53";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"D:";"IBM";"15";"10.45";"69.67";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"E:";"Appdata1";"301";"142.83";"47.48";"D227C66A";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"F:";"SAPEXE";"100";"12.18";"12.18";"7A3B5C48";"Local Fixed Disk";"False";"False";"True";"0.01"
"deint195";"G:";"Appdata3";"100";"13.56";"13.56";"58636224";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"I:";"SAPPI_JAVA";"200";"46.95";"23.48";"2C113D75";"Local Fixed Disk";"False";"False";"True";"0"
"deint195";"J:";"SAPPI_Backup";"600";"392.65";"65.44";"3E666DB1";"Local Fixed Disk";"False";"False";"True";"0"
"deint203";"C:";"SYSTEM";"150";"62.78";"41.85";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint203";"D:";"IBM";"50";"40.15";"80.30";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint203";"E:";"TDMTC";"1000";"633.86";"63.39";"40A405DF";"Local Fixed Disk";"False";"False";"True";"0"
"deint203";"F:";"TDMHM";"1000";"902.92";"90.30";"4EC1B9CC";"Local Fixed Disk";"False";"False";"True";"0"
"deint203";"G:";"TDMHMTest";"200";"154.3";"77.20";"A2E4BE3C";"Local Fixed Disk";"False";"False";"True";"0"
"deint208";"C:";"SYSTEM";"120";"48.66";"40.55";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0.01"
"deint208";"D:";"IBM";"15";"9.77";"65.13";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint208";"E:";"DATA1";"200";"81.75";"40.88";"6609FB19";"Local Fixed Disk";"False";"False";"True";"0"
"deint208";"G:";"CODEMETER";"1";"0";"0.00";"001D5906";"Local Fixed Disk";"False";"False";"False";"0"
"deint211";"C:";"SYSTEM";"140";"53.1";"38.05";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint211";"D:";"IBM";"50";"45.03";"90.06";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint211";"F:";"SAPEXE";"100";"89.07";"89.07";"38D0D38D";"Local Fixed Disk";"False";"False";"True";"0"
"deint211";"G:";"Q74DBLOG";"100";"67.32";"67.32";"7481FD84";"Local Fixed Disk";"False";"False";"True";"0"
"deint211";"I:";"SAPPI_JAVA";"201";"139.5";"69.40";"1A518D0E";"Local Fixed Disk";"False";"False";"True";"0"
"deint211";"J:";"SAPPI_Backup";"200";"176.9";"88.45";"985A9722";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"C:";"SYSTEM";"120";"54.78";"45.86%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"D:";"IBM";"50";"38.15";"76.30%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"E:";"AppData1";"100";"98.08";"98.21%";"64DA54FE";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"F:";"SAPEXE";"100";"99.3";"99.43%";"FE1F0317";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"G:";"AppData2";"100";"99.78";"99.91%";"BACB6F64";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"I:";"SAPPI_JAVA";"200";"66.8";"33.42%";"64BA055C";"Local Fixed Disk";"False";"False";"True";"0"
"deint212";"J:";"SAPPI_Backup";"200";"103.55";"51.81%";"FAC123D9";"Local Fixed Disk";"False";"False";"True";"0"
"deint215";"C:";"SYSTEM";"120";"63.37";"52.81%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint215";"D:";"IBM";"50";"43.95";"87.90%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint216";"C:";"SYSTEM";"120";"73.7";"61.42%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint216";"D:";"IBM";"50";"40.76";"81.52%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint218";"C:";"SYSTEM";"120";"49.96";"41.92%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint218";"D:";"IBM";"15";"2.62";"17.47%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint218";"E:";"AppData";"50";"49.61";"99.48%";"46EA25E5";"Local Fixed Disk";"False";"False";"True";"0"
"deint219";"C:";"SYSTEM";"120";"54.66";"45.55";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0.03"
"deint219";"D:";"IBM";"15";"13.09";"87.27";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint219";"F:";"SAPEXE";"151";"63.71";"42.47";"622592F3";"Local Fixed Disk";"False";"False";"True";"0"
"deint219";"G:";"SAPDATA";"200";"89.99";"45.02";"F041E5DD";"Local Fixed Disk";"False";"False";"True";"0"
"deint219";"H:";"SAPMIGRATE";"151";"36.51";"24.34";"AA170359";"Local Fixed Disk";"False";"False";"True";"0"
"deint220";"C:";"";"200";"56.29";"28.22";"9C0D7296";"Local Fixed Disk";"False";"False";"True";"0"
"deint220";"D:";"IBM";"50";"48.44";"97.13";"B071D950";"Local Fixed Disk";"False";"False";"True";"0"
"deint220";"E:";"QlikView Server";"80";"79.14";"99.09";"D4A63DD9";"Local Fixed Disk";"False";"False";"True";"0"
"deint220";"F:";"QlikView Publisher";"201";"151.09";"75.37";"84C7AF09";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"C:";"SYSTEM";"120";"62.73";"52.28";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"D:";"IBM";"15";"10.3";"68.67";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"E:";"System";"35";"30.24";"86.40";"E43D47EF";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"F:";"TempDB";"30";"25.92";"86.40";"9C37D689";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"G:";"TempLog";"10";"8.95";"89.50";"90325104";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"H:";"UserDB";"200";"195.88";"97.94";"7A2CEB70";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"J:";"UserLog";"30";"25.92";"86.40";"8AD3CB78";"Local Fixed Disk";"False";"False";"True";"0"
"deint221";"N:";"userdata";"300";"293.19";"97.73";"8A1E0B96";"Local Fixed Disk";"False";"False";"True";"0"
"deint226";"C:";"SYSTEM";"160";"32.02";"20.01";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint226";"D:";"IBM";"15";"13.02";"86.80";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint226";"E:";"SAPSWAP";"100";"99.89";"99.89";"38F7621D";"Local Fixed Disk";"False";"False";"True";"0"
"deint226";"F:";"SAPEXE";"100";"84.47";"84.47";"8CEF3316";"Local Fixed Disk";"False";"False";"True";"0"
"deint228";"C:";"SYSTEM";"150";"84.46";"56.51%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint228";"D:";"IBM";"15";"14.14";"94.27%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint228";"E:";"SAPEXE";"100";"80.99";"80.99%";"38496657";"Local Fixed Disk";"False";"False";"True";"0"
"deint228";"F:";"SAPDATA";"1200";"670.59";"55.88%";"D676F55C";"Local Fixed Disk";"False";"False";"True";"0"
"deint228";"H:";"SAPBackup";"1000";"594.93";"59.49%";"16EF715C";"Local Fixed Disk";"False";"False";"True";"0"
"deint229";"C:";"SYSTEM";"120";"54.37";"45.51%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"deint229";"D:";"IBM";"15";"14.04";"93.60%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"deint229";"E:";"SAPEXE";"80";"70.81";"88.51%";"96D7C18B";"Local Fixed Disk";"False";"False";"True";"0"
"deint229";"F:";"SAPDATA";"1500";"361.06";"24.08%";"3AACF8A2";"Local Fixed Disk";"False";"False";"True";"0"
