"MachineName";"LogName";"Id";"Level";"ProviderName";"TimeCreated";"UserName"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:44:22";
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:41:28";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:41:26";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:39:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:39:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:39:22";
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:38:44";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:38:41";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:36:16";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:36:15";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:34:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:34:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:34:22";
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:33:13";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1534";"3";"Microsoft-Windows-User Profiles Service";"05.11.2025 21:33:10";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:29:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:29:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:29:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:24:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:24:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:24:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:19:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:19:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:19:22";
"atdnt53";"Application";"4098";"3";"Group Policy Local Users and Groups";"05.11.2025 21:15:02";"NT AUTHORITY\SYSTEM"
"atdnt53";"Application";"636";"3";"ESENT";"05.11.2025 21:15:01";
"atdnt53";"Application";"640";"3";"ESENT";"05.11.2025 21:15:01";
"atdnt53";"Application";"2";"3";"WSH";"05.11.2025 21:15:01";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:14:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:14:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:14:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:09:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:09:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:09:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:04:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 21:04:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 21:04:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:59:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:59:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 20:59:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:54:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:54:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 20:54:22";
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:49:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"1008";"3";"Microsoft-Windows-Perflib";"05.11.2025 20:49:22";"NT SERVICE\SplunkForwarder"
"atdnt53";"Application";"2004";"2";"Microsoft-Windows-PerfNet";"05.11.2025 20:49:22";
